ID No.	Nickname	Ref. No	PCE_max(%)	PCE_ave(%)	Voc (V)	Jsc (mA cm^2)	FF	Mw (kg mol^-1)	Mn (kg mol^-1)	PDI (=Mw/Mn)	Monomer (g mol^-1)	-HOMO (eV)	-LUMO (eV)	bandgap(eV)	SMILES
1066	PBDTT-BTAZT-1	S440	6.95 	6.64 	0.750 	14.110 	0.624 	67.8 	32.3 	2.10 	1211	5.11 	3.12 	1.65 	CC1=CC2=C(C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(SC(C(OCC(CCCC)CC)=O)=C6)C6=C(C7=CC=C(C)S7)C8=NN(CC(CC)CCCC)N=C85)S4)S9)C9=C2C%10=CC=C(CC(CCCC)CC)S%10)S1
1067	PBDTT-BTAZT-2	S440	6.16 	5.96 	0.750 	12.730 	0.624 	70.4 	30.6 	2.30 	1195	5.13 	3.14 	1.62 	CC1=CC2=C(C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(SC(C(CC(CCCC)CC)=O)=C6)C6=C(C7=CC=C(C)S7)C8=NN(CC(CC)CCCC)N=C85)S4)S9)C9=C2C%10=CC=C(CC(CCCC)CC)S%10)S1
1068	PIDTI-BT	S441	4.02 	4.02 	0.820 	8.990 	0.546 	46.3 	26.9 	1.72 	2095	5.30 	3.76 	1.65 	CC1=CC(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=C3C=C4C(C(C=C(C(C5=CC=C(OCCCCCCCC)C=C5)(C6=CC=C(OCCCCCCCC)C=C6)C7=C8C=C9C(C(SC(C%10=CC=C(C)C%11=NSN=C%11%10)=C%12)=C%12N9CC(CCCCCCCCCCCC)CCCCCCCCCC)=C7)C8=C%13)=C%13C4(C%14=CC=C(OCCCCCCCC)C=C%14)C%15=CC=C(OCCCCCCCC)C=C%15)=C2)=C3S1
1069	PIDTI-DTBT	S441	3.72 	3.72 	0.800 	9.070 	0.514 	122.3 	76.9 	1.59 	2259	5.26 	3.74 	1.66 	CC1=CC(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=C3C=C4C(C(C=C(C(C5=CC=C(OCCCCCCCC)C=C5)(C6=CC=C(OCCCCCCCC)C=C6)C7=C8C=C9C(C(SC(C%10=CC=C(C%11=CC=C(C%12=CC=C(C)S%12)C%13=NSN=C%13%11)S%10)=C%14)=C%14N9CC(CCCCCCCCCCCC)CCCCCCCCCC)=C7)C8=C%15)=C%15C4(C%16=CC=C(OCCCCCCCC)C=C%16)C%17=CC=C(OCCCCCCCC)C=C%17)=C2)=C3S1
1070	h-PPDTNTz	S442	4.60 	4.44 	0.700 	13.400 	0.490 	15.7 	9.8 	1.60 	993	5.30 	3.79 	1.51 	CC1=CC=C(C2=C(OCC(CCCCCCCC)CCCCCC)C=C(C3=CC=C(C4=CC5=C(C=C(C)C6=NSN=C65)C7=NSN=C47)S3)C(OCC(CCCCCCCC)CCCCCC)=C2)S1
1071	d-PPDTNTz	S442	6.66 	6.54 	0.720 	14.000 	0.660 	115.0 	46.0 	2.50 	1217	5.38 	3.76 	1.62 	CC1=CC=C(C2=C(OCC(CCCCCCCCCC)CCCCCCCCCCCC)C=C(C3=CC=C(C4=CC5=C(C=C(C)C6=NSN=C65)C7=NSN=C47)S3)C(OCC(CCCCCCCCCC)CCCCCCCCCCCC)=C2)S1
1072	PDVF-8	S443	3.57 	3.52 	0.650 	8.580 	0.641 	178.0 	63.8 	2.79 	1047	5.19 	3.63 	1.56 	CC1=CC=C(C2=C3C(C(N2CC(CCCCCCCC)CCCCCCCCCC)=O)=C(C4=CC=C(C5=CC=C(/C=C/C6=CC=C(C)S6)S5)O4)N(CC(CCCCCCCCCC)CCCCCCCC)C3=O)O1
1073	PDVF-10	S443	4.56 	4.49 	0.650 	10.560 	0.666 	86.1 	26.4 	3.26 	1159	5.23 	3.67 	1.56 	CC1=CC=C(C2=C3C(C(N2CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)=C(C4=CC=C(C5=CC=C(/C=C/C6=CC=C(C)S6)S5)O4)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C3=O)O1
1074	PtBTPBDT	S444	4.03 	3.89 	0.680 	9.090 	0.630 	133.0 	70.0 	1.90 	1149	5.29 	3.83 	1.46 	CC(S1)=CC2=C1C(C=CC=C3)=C3/C2=C(C4=C5C=C(C6=CC7=C(OCCCCCCCCCCCCCCCCCCCC)C8=C(C=C(C)S8)C(OCCCCCCCCCCCCCCCCCCCC)=C7S6)S4)/C9=C5C=CC=C9
1075	PtFBTPBDT	S444	3.11 	3.07 	0.830 	5.790 	0.640 	106.0 	53.0 	2.00 	1185	5.42 	3.97 	1.45 	CC1=CC(C2=C/3C=CC(F)=C2)=C(S1)C3=C(C4=C5C=C(C6=CC7=C(OCCCCCCCCCCCCCCCCCCCC)C8=C(C=C(C)S8)C(OCCCCCCCCCCCCCCCCCCCC)=C7S6)S4)/C9=C5C=C(F)C=C9
1076	PtBTPDPP	S444	0.94 	0.91 	0.600 	2.470 	0.610 	131.0 	61.9 	2.10 	1227	5.20 	3.99 	1.21 	CC1=CC(C(C=CC=C2)=C2/C3=C4C(SC(C5=CC=C(C6=C7C(C(N6CCCCCCCCCCCCCCCCCCCC)=O)=C(C8=CC=C(C)S8)N(CCCCCCCCCCCCCCCCCCCC)C7=O)S5)=C9)=C9C%10=C\4C=CC=C%10)=C3S1
1077	PtFBTPDTS	S444	2.71 	2.67 	0.680 	6.540 	0.600 	78.0 	20.0 	3.90 	822	5.09 	3.70 	1.39 	CC1=CC(C2=C/3C=CC(F)=C2)=C(S1)C3=C(C4=C5C=C(C6=CC([Si](CCCCCCCC)(CCCCCCCC)C7=C8SC(C)=C7)C8S6)S4)/C9=C5C=C(F)C=C9
1078	PtBTPIDT	S444	3.64 	3.46 	0.770 	10.010 	0.450 	48.7 	35.1 	1.39 	1273	5.28 	3.78 	1.50 	CC1=CC(C(C=CC=C2)=C2/C3=C4C(SC(C5=CC(C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C9C=C%10C(C(SC(C)=C%11)=C%11C%10(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)=C8)=C9S5)=C%14)=C%14C%15=C\4C=CC=C%15)=C3S1
1079	PcBTPBDT	S444	1.23 	1.19 	0.660 	3.400 	0.530 	70.0 	27.0 	2.60 	1149	5.29 	3.81 	1.48 	CC(S1)=CC(C2=C/3C=CC=C2)=C1C3=C4C(SC(C5=CC(C(OCCCCCCCCCCCCCCCCCCCC)=C(SC(C)=C6)C6=C7OCCCCCCCCCCCCCCCCCCCC)=C7S5)=C8)=C8C9=C/4C=CC=C9
1080	P1	S445	6.21 	6.13 	0.840 	11.740 	0.630 	39.2 	13.5 	2.90 	917	5.44 	3.84 	1.50 	CC1=CC=C(C2=CC=C(C3=CC=C(C4=CC(C(C=C(C)S5)=C5C6=NC(C(N(CC(CCCCCCCC)CCCCCCCCCC)C7=O)=O)=C7N=C68)=C8S4)S3)C9=NSN=C92)S1
1081	PTSSO-TT	S446	3.79 	3.79 	0.710 	11.860 	0.450 	27.4 	15.1 	1.80 	850	5.40 	3.80 	1.56 	CC1=C(CCC(C)CCCC(C)C)C=C(C2=C(C3=C4C5=CC=CC4=CC=C3)C5=C(C6=CC(CCC(C)CCCC(C)C)=C(C7=CC8=C(C=C(C)S8)S7)S6)S2(=O)=O)S1
1082	PTSSO-BDT	S446	1.93 	1.93 	0.720 	7.780 	0.350 	63.0 	26.0 	2.40 	1157	5.50 	3.90 	1.59 	CC1=C(CCC(C)CCCC(C)C)C=C(C2=C(C3=C4C5=CC=CC4=CC=C3)C5=C(C6=CC(CCC(C)CCCC(C)C)=C(C7=CC8=C(C(OCC(CCCC)CC)=C(C=C(C)S9)C9=C8OCC(CC)CCCC)S7)S6)S2(=O)=O)S1
1083	PQx	S447	3.97 	3.92 	0.850 	8.960 	0.520 	66.9 	25.1 	2.60 	1675	5.40 	3.58 	1.82 	CC1=CC=C(C2=CC=C(C3=CC=C(C4=CC5=C(C(C6=CC=C(CC(CCCC)CC)S6)=C(C=C(C)S7)C7=C5C8=CC=C(CC(CC)CCCC)S8)S4)S3)C9=C2N=C(C%10=CC=C(OCCC(C)CCCC(C)C)C(OCCC(C)CCCC(C)C)=C%10)C(C%11=CC(OCCC(C)CCCC(C)C)=C(OCCC(C)CCCC(C)C)C=C%11)=N9)S1
1084	PphQx	S447	5.03 	4.98 	0.800 	10.850 	0.580 	66.1 	23.2 	2.60 	1673	5.40 	3.64 	1.75 	CC1=CC=C(C2=CC=C(C3=CC=C(C4=CC5=C(C(C6=CC=C(CC(CCCC)CC)S6)=C(C=C(C)S7)C7=C5C8=CC=C(CC(CC)CCCC)S8)S4)S3)C9=C2N=C(C%10=C%11C=C(OCCC(C)CCCC(C)C)C(OCCC(C)CCCC(C)C)=C%10)C(C%12=CC(OCCC(C)CCCC(C)C)=C(OCCC(C)CCCC(C)C)C=C%12%11)=N9)S1
1085	PBDT(ff)-ttTPD	S448	7.45 	7.40 	0.980 	12.490 	0.610 	105.6 	48.0 	2.20 	1554	5.65 	3.49 	1.91 	CC1=CC2=C(C(C3=C(F)C(F)=C(CC(CCCC)CC)S3)=C(C=C(C4=C(CCCCCCCC)C5=C(C=C(C6=C(C(N(CC(CCCCCCCC)CCCCCC)C7=O)=O)C7=C(C8=CC9=C(C(CCCCCCCC)=C(C)S9)S8)S6)S5)S4)S%10)C%10=C2C%11=C(F)C(F)=C(CC(CCCC)CC)S%11)S1
1086	PBDTT-ttTPD	S448	6.79 	6.65 	0.840 	12.070 	0.670 	90.3 	43.0 	2.10 	1482	5.45 	3.58 	1.87 	CC1=CC2=C(C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=C(CCCCCCCC)C5=C(C=C(C6=C(C(N(CC(CCCCCCCC)CCCCCC)C7=O)=O)C7=C(C8=CC9=C(C(CCCCCCCC)=C(C)S9)S8)S6)S5)S4)S%10)C%10=C2C%11=CC=C(CC(CCCC)CC)S%11)S1
1087	PBDTOT-FBT	S449	4.84 	4.84 	0.920 	8.710 	0.603 	29.8 	17.5 	1.70 	1228	5.46 	3.55 	1.79 	CC1=CC2=C(C(C3=C(OC)C(OC)=C(CC(CCCC)CC)S3)=C(C=C(C4=C(CCCCCC)C=C(C5=C(F)C(F)=C(C6=CC(CCCCCC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=C(OC)C(OC)=C(CC(CC)CCCC)S9)S1
1088	PBDTOT-BT	S449	2.47 	2.47 	0.880 	7.600 	0.369 	24.8 	13.8 	1.80 	1192	5.25 	3.54 	1.56 	CC1=CC2=C(C(C3=C(OC)C(OC)=C(CC(CCCC)CC)S3)=C(C=C(C4=C(CCCCCC)C=C(C5=CC=C(C6=CC(CCCCCC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=C(OC)C(OC)=C(CC(CC)CCCC)S9)S1
1089	PBDTOT-DPP	S449	3.05 	3.05 	0.780 	8.290 	0.472 	29.2 	10.7 	2.73 	1249	5.20 	3.52 	1.33 	CC1=CC2=C(C(C3=C(OC)C(OC)=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C(N(CC(CC)CCCC)C5=O)=C6C5=C(C7=CC=C(C)S7)N(CC(CC)CCCC)C6=O)S4)S8)C8=C2C9=C(OC)C(OC)=C(CC(CC)CCCC)S9)S1
1090	PBDTBTz-T	S450	6.15 	6.09 	0.920 	10.530 	0.629 	44.0 	22.2 	1.98 	1413	4.95 	2.82 	1.89 	CC1=CC2=C(C(C3=CC(CCCCCCCC)=C(CCCCCCCC)S3)=C(C=C(C4=CC=C(C5=C(CCCCCCCCC)N=C(C6=NC(CCCCCCCCC)=C(C7=CC=C(C)S7)S6)S5)S4)S8)C8=C2C9=CC(CCCCCCCC)=C(CCCCCCCC)S9)S1
1091	PBT-2TPF4	S451	5.70 	5.59 	0.854 	10.930 	0.606 	12.4 	10.1 	1.23 	1201	5.63 	3.88 	1.75 	CC1=C(CC(CCCCCCCC)CCCCCCCCCC)C=C(C2=CC=C(C3=CC(CC(CCCCCCCCCC)CCCCCCCC)=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C(F)=C5F)S4)S3)C7=NSN=C72)S1
1092	PffBT-2TPF4	S451	3.60 	3.49 	1.017 	6.730 	0.526 	8.9 	5.5 	1.61 	1237	5.84 	4.07 	1.77 	CC1=C(CC(CCCCCCCC)CCCCCCCCCC)C=C(C2=C(F)C(F)=C(C3=CC(CC(CCCCCCCCCC)CCCCCCCC)=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C(F)=C5F)S4)S3)C7=NSN=C72)S1
1093	PBDD4T	S452	6.53 	6.24 	0.860 	11.160 	0.680 	29.4 	12.2 	2.41 	1024	5.30 	3.27 	2.03 	CC1=C(CC(CC)CCCC)C=C(C2=C(C(C3=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC(CC(CC)CCCC)=C(C6=CC=C(C7=CC=C(C)S7)S6)S5)S2)S1
1094	PBDD4T-2F	S452	9.04 	8.68 	0.880 	15.130 	0.680 	44.0 	22.2 	1.98 	1060	5.39 	3.61 	1.78 	CC1=C(CC(CC)CCCC)C=C(C2=C(C(C3=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C3C4=O)=O)C4=C(C5=CC(CC(CC)CCCC)=C(C6=CC(F)=C(C7=C(F)C=C(C)S7)S6)S5)S2)S1
1095	P(BT-DPP)	S453	1.48 	1.48 	0.640 	3.650 	0.630 	42.4 	19.0 	2.50 	1165	5.17 	3.55 	1.32 	CC1=CC=C(C2=CC=C(C3=CC=C(C4=C5C(C(N4CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)=C(C6=CC=C(C)S6)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C5=O)S3)S2)S1
1096	P(BT-DPP)-T	S453	2.45 	2.45 	0.640 	6.220 	0.620 	24.3 	13.1 	2.02 	1165	5.22 	3.52 	1.34 	CC1=CC=C(C2=CC=C(C3=CC=C(C4=C5C(C(N4CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)=C(C6=CC=C(C)S6)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C5=O)S3)S2)S1
1097	PBDTfDTBO-L	S454	1.37 	1.32 	0.760 	3.970 	0.455 	21.9 	15.2 	1.44 	1337	5.51 	3.56 	2.01 	CC1=CC2=C(C(C3=CC=C(CC(CCCC)CCCCCC)S3)=C(C=C(C4=C(CC(CC)CCCC)C=C(C5=CC6=C(C(SC(C7=CC(CC(CCCC)CC)=C(C)S7)=C8)=C8C9=NON=C96)S5)S4)S%10)C%10=C2C%11=CC=C(CC(CCCC)CCCCCC)S%11)S1
1098	PBDTfDTBT-L	S454	4.58 	4.41 	0.860 	8.720 	0.610 	32.2 	14.3 	2.25 	1353	5.44 	3.54 	1.98 	CC1=CC2=C(C(C3=CC=C(CC(CCCC)CCCCCC)S3)=C(C=C(C4=C(CC(CC)CCCC)C=C(C5=CC6=C(C(SC(C7=CC(CC(CCCC)CC)=C(C)S7)=C8)=C8C9=NSN=C96)S5)S4)S%10)C%10=C2C%11=CC=C(CC(CCCC)CCCCCC)S%11)S1
1099	PBDTfDTBS-L	S454	5.34 	5.29 	0.820 	9.660 	0.674 	27.6 	15.3 	1.80 	1400	5.40 	3.55 	1.92 	CC1=CC2=C(C(C3=CC=C(CC(CCCC)CCCCCC)S3)=C(C=C(C4=C(CC(CC)CCCC)C=C(C5=CC6=C(C(SC(C7=CC(CC(CCCC)CC)=C(C)S7)=C8)=C8C9=N[Se]N=C96)S5)S4)S%10)C%10=C2C%11=CC=C(CC(CCCC)CCCCCC)S%11)S1
1100	P1	S455	5.06 	4.98 	1.000 	8.760 	0.580 	85.0 	34.0 	2.50 	1140	5.60 	3.78 	1.82 	CC1=CC2=C(C(C3=CC=C(SCC(CCCC)CC)S3)=C(C=C(C4=C(C#N)C(OCC(CCCC)CC)=C(C5=C(OCC(CC)CCCC)C(C#N)=C(C)S5)S4)S6)C6=C2C7=CC=C(SCC(CCCC)CC)S7)S1
1101	P2	S455	5.00 	4.93 	0.900 	10.310 	0.540 	142.5 	57.0 	2.50 	1196	5.54 	3.77 	1.77 	CC1=CC2=C(C(C3=CC=C(SCC(CCCC)CC)S3)=C(C=C(C4=C(C#N)C(OCCCCCCCCCC)=C(C5=C(OCCCCCCCCCC)C(C#N)=C(C)S5)S4)S6)C6=C2C7=CC=C(SCC(CCCC)CC)S7)S1
1102	P3	S455	7.13 	7.06 	0.920 	12.210 	0.640 	149.6 	44.0 	3.40 	1253	5.56 	3.78 	1.78 	CC1=CC2=C(C(C3=CC=C(SCC(CCCC)CC)S3)=C(C=C(C4=C(C#N)C(OCCCCCCCCCCCC)=C(C5=C(OCCCCCCCCCCCC)C(C#N)=C(C)S5)S4)S6)C6=C2C7=CC=C(SCC(CCCC)CC)S7)S1
1103	PFBDT-DTBT	S456	7.13 	7.07 	0.900 	13.260 	0.598 	71.7 	45.1 	1.59 	1293	5.41 	3.60 	1.71 	CC1=CC2=C(C(C3=CC(C(CC(CCCC)CC)(CC(CC)CCCC)C4=C5C=CC=C4)=C5C=C3)=C(C=C(C6=CC=C(C7=CC=C(C8=CC=C(C)S8)C9=NSN=C97)S6)S%10)C%10=C2C%11=CC(C(CC(CCCC)CC)(CC(CCCC)CC)C%12=C%13C=CC=C%12)=C%13C=C%11)S1
1104	PFBDT-DTffBT	S456	7.33 	7.15 	0.960 	13.240 	0.577 	62.2 	57.1 	1.09 	1329	5.82 	3.70 	1.79 	CC1=CC2=C(C(C3=CC(C(CC(CCCC)CC)(CC(CC)CCCC)C4=C5C=CC=C4)=C5C=C3)=C(C=C(C6=CC=C(C7=C(F)C(F)=C(C8=CC=C(C)S8)C9=NSN=C97)S6)S%10)C%10=C2C%11=CC(C(CC(CCCC)CC)(CC(CCCC)CC)C%12=C%13C=CC=C%12)=C%13C=C%11)S1
1105	P2-Ome	S457	2.92 	2.92 	0.760 	7.590 	0.506 	114.6 	67.4 	1.70 	1391	5.46 	3.48 	1.66 	CC1=CC(N(C2=CC=C(OCC(CCCCCCCCCCCC)CCCCCCCCCC)C=C2)B(F)F)=C(C(N=CC(C3=CC(OC)=C(C4=C(OC)C=C(C)S4)S3)=C5)=C5N(B(F)F)C6=CC=C(OCC(CCCCCCCCCC)CCCCCCCCCCCC)C=C6)N=C1
1106	PTZ6	S458	8.10 	7.90 	0.960 	10.900 	0.767 	58.8 	31.3 	1.88 	1353	5.36 	3.36 	2.00 	CC1=CC2=C(C(C3=CC(OCCCCCC)=CC(OCCCCCC)=C3)=C(C=C(C4=CC=C(C5=C(CCCCCCCCC)N=C(C6=NC(CCCCCCCCC)=C(C7=CC=C(C)S7)S6)S5)S4)S8)C8=C2C9=CC(OCCCCCC)=CC(OCCCCCC)=C9)S1
1107	P1	S459	0.86 	0.86 	0.700 	2.060 	0.430 	26.8 	12.4 	2.16 	940	5.15 	3.09 	1.91 	CC1=CC=C(C2=C(OCCCCCCCC)C(OCCCCCCCC)=C(C3=CC=C(C4=CC=C(N(C5=CC=C(C)C=C5)C6=CC=C(OCCCCCCCC)C=C6)C=C4)S3)C7=NON=C27)S1
1108	P2	S459	2.22 	2.22 	0.800 	4.840 	0.500 	20.6 	11.7 	1.76 	924	5.23 	3.08 	1.89 	CC1=CC=C(C2=C(OCCCCCCCC)C(OCCCCCCCC)=C(C3=CC=C(C4=CC=C(N(C5=CC=C(C)C=C5)C6=CC=C(CCCCCCCC)C=C6)C=C4)S3)C7=NON=C27)S1
1109	P3	S459	1.28 	1.28 	0.950 	2.570 	0.360 	12.4 	8.7 	1.43 	879	5.41 	3.08 	1.93 	CC1=CC=C(C2=C(OCCCCCCCC)C(OCCCCCCCC)=C(C3=CC=C(C4=CC=C(N(C5=CC=C(C)C=C5)C6=CC=C(C(F)(F)F)C=C6)C=C4)S3)C7=NON=C27)S1
1110	P4	S459	1.05 	1.05 	1.000 	1.870 	0.380 	10.7 	7.6 	1.41 	947	5.46 	3.09 	1.94 	CC1=CC=C(C2=C(OCCCCCCCC)C(OCCCCCCCC)=C(C3=CC=C(C4=CC=C(N(C5=CC=C(C)C=C5)C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C=C4)S3)C7=NON=C27)S1
1111	PThzTITI	S460	0.98 	0.98 	1.080 	1.600 	0.568 	130.6 	62.2 	2.10 	1045	5.64 	2.78 	2.05 	O=C(N1CC(CCCCCCCC)CCCCCCCCCC)C2=C(C(C=CC3=C4C5=C(C=C(C6=CC=C(C)S6)S5)N(CC(CCCCCCCCCC)CCCCCCCC)C3=O)=C4C=C2)C7=C1C=C(C)S7
1112	PSezTITI	S460	2.36 	2.36 	1.050 	3.750 	0.596 	305.4 	85.8 	3.56 	1093	5.65 	2.82 	1.97 	O=C(N1CC(CCCCCCCC)CCCCCCCCCC)C2=C(C(C=CC3=C4C5=C(C=C(C6=CC=C(C)[Se]6)S5)N(CC(CCCCCCCCCC)CCCCCCCC)C3=O)=C4C=C2)C7=C1C=C(C)S7
1113	PVB1	S461	2.84 	2.84 	1.000 	6.800 	0.420 	60.0 	23.7 	2.53 	996	5.51 	3.52 	1.99 	CC1=CC=C(C2=C3C(SC(CCCCCCCC)=C3)=C(C4=CC=C(C5=C(OCCCCCCCC)C(OCCCCCCCC)=C(C)C6=NSN=C65)S4)C7=C2SC(CCCCCCCC)=C7)S1
1114	PVB2	S461	2.05 	2.05 	1.090 	5.330 	0.350 	51.9 	28.5 	1.82 	869	5.64 	3.54 	2.10 	CC1=CC=C(C2=C3C(SC(CCCCCCCC)=C3)=C(C4=CC=C(C5=C6C(C(N(CC(CC)CCCC)C6=O)=O)=C(C)S5)S4)C7=C2SC(CCCCCCCC)=C7)S1
1115	P(BDTT-BTBDPPD)	S462	4.62 	4.62 	0.900 	7.990 	0.640 	84.6 	26.0 	3.24 	1987	5.44 	3.34 	2.10 	CC1=CC2=C(C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(C(N(CCCCCCCC)C6=O)=O)C6=C(C7=CC=C(C8=CC=C(C9=C(C(N(CCCCCCCC)C%10=O)=O)C%10=C(C%11=CC=C(C)S%11)N9CC(CCCCCCCC)CCCCCCCCCC)S8)S7)N5C[C@@H](CCCCCCCC)CCCCCCCCCC)S4)S%12)C%12=C2C%13=CC=C(CC(CCCC)CC)S%13)S1
1116	PDTfBO-T	S463	5.63 	5.56 	0.930 	11.100 	0.543 	53.2 	31.3 	1.70 	1067	5.50 	3.66 	1.84 	CC1=C(CC(CCCCCCCC)CCCCCCCCCC)C=C(C2=CC3=C(C(SC(C4=CC(CC(CCCCCCCCCC)CCCCCCCC)=C(C5=CC=C(C)S5)S4)=C6)=C6C7=NON=C73)S2)S1
1117	PDTfBO-DT	S463	5.61 	5.49 	0.890 	10.300 	0.610 	75.0 	37.5 	2.00 	1149	5.48 	3.62 	1.86 	CC1=C(CC(CCCCCCCC)CCCCCCCCCC)C=C(C2=CC3=C(C(SC(C4=CC(CC(CCCCCCCCCC)CCCCCCCC)=C(C5=CC=C(C6=CC=C(C)S6)S5)S4)=C7)=C7C8=NON=C83)S2)S1
1118	PDTfBO-TT	S463	5.60 	5.35 	0.870 	9.690 	0.664 	50.9 	31.8 	1.60 	1123	5.39 	3.50 	1.89 	CC1=C(CC(CCCCCCCC)CCCCCCCCCC)C=C(C2=CC3=C(C(SC(C4=CC(CC(CCCCCCCCCC)CCCCCCCC)=C(C5=CC6=C(C=C(C)S6)S5)S4)=C7)=C7C8=NON=C83)S2)S1
1119	poly(DPP-alt-BP)	S464	1.97 	1.97 	0.750 	7.250 	0.362 	380.2 	194.0 	1.96 	1153	5.50 	3.82 	1.64 	CC1=CC=C(C2=C3C(C(N2CC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C(C4=CC=C(C5=CC=C(C6=CC=C(C)C=C6)C=C5)S4)N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C3=O)S1
1120	poly(DPP-alt-BT)	S464	3.21 	3.21 	0.630 	9.830 	0.520 	304.4 	139.0 	2.19 	1165	5.27 	3.94 	1.33 	CC1=CC=C(C2=C3C(C(N2CC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C(C4=CC=C(C5=CC=C(C6=CC=C(C)S6)S5)S4)N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C3=O)S1
1121	poly(DPP4T-alt-TBP)	S464	4.54 	4.54 	0.710 	10.080 	0.633 	304.5 	150.0 	2.03 	2288	5.42 	3.90 	1.52 	CC1=CC=C(C2=C3C(C(N2CC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C(C4=CC=C(C5=CC=C(C6=CC=C(C7=CC=C(C8=C9C(C(N8CC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C(C%10=CC=C(C%11=CC=C(C%12=CC=C(C)C=C%12)C=C%11)S%10)N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C9=O)S7)S6)S5)S4)N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C3=O)S1
1122	PBDT-DTQ	S465	3.84 	3.84 	0.670 	10.370 	0.555 	30.0 	15.0 	2.00 	1925	5.19 	3.29 	1.54 	CC1=CC=C(S1)C2=CC3=C(C(C4=CC=C(CC(CCCC)CC)S4)=C(C=C(C5=CC=C(C6=CC=C(C7=CC=C(C8=C(N=C(C9=CC(OCCCCCCCC)=CC=C9)C(C%10=CC=CC(OCCCCCCCC)=C%10)=N%11)C%11=C(C)C=C8)S7)C%12=C6N=C(C%13=CC=CC(OCCCCCCCC)=C%13)C(C%14=CC(OCCCCCCCC)=CC=C%14)=N%12)S5)S%15)C%15=C3C%16=CC=C(CC(CCCC)CC)S%16)S2
1123	PIDT-DTQ	S465	6.41 	6.41 	0.860 	11.420 	0.658 	46.2 	22.0 	2.10 	2253	5.33 	3.28 	1.63 	CC(C=C1)=C2C(N=C(C3=CC(OCCCCCCCC)=CC=C3)C(C4=CC=CC(OCCCCCCCC)=C4)=N2)=C1C(S5)=CC=C5C(C6=C7N=C(C8=CC=CC(OCCCCCCCC)=C8)C(C9=CC(OCCCCCCCC)=CC=C9)=N6)=CC=C7C%10=CC=C(S%10)C%11=CC%12=C(C%13=CC%14=C(C(SC(C%15=CC=C(C)S%15)=C%16)=C%16C%14(C%17=CC=C(CCCCCC)C=C%17)C%18=CC=C(CCCCCC)C=C%18)C=C%13C%12(C%19=CC=C(CCCCCC)C=C%19)C%20=CC=C(CCCCCC)C=C%20)S%11
1124	P8	S466	6.73 	6.73 	0.730 	14.760 	0.621 	74.3 	42.2 	1.76 	894	5.00 	3.46 	1.54 	CC1=C(CC(CCCCCCCC)CCCCCC)C=C(C2=C(F)C(F)=C(C3=CC(CC(CCCCCC)CCCCCCCC)=C(C4=CC=C(C)S4)S3)C5=NSN=C52)S1
1125	P9	S466	6.84 	6.84 	0.750 	14.150 	0.646 	43.2 	29.2 	1.48 	942	5.14 	3.54 	1.60 	CC1=C(CC(CCCCCCCC)CCCCCC)C=C(C2=C(F)C(F)=C(C3=CC(CC(CCCCCC)CCCCCCCC)=C(C4=CC=C(C)[Se]4)S3)C5=NSN=C52)S1
